Plugin,Plugin Name,Severity,IP Address,Port,DNS Name,NetBIOS Name,Plugin Output,Solution,CVSS V3 Base Score,CVE,First Discovered,Last Observed
163455,OpenJDK 7 <= 7u341 / 8 <= 8u332 / 11.0.0 <= 11.0.15 / 13.0.0 <= 13.0.11 / 15.0.0 <= 15.0.7 / 17.0.0 <= 17.0.3 / 18.0.0 <= 18.0.1 Multiple Vulnerabilities (2022-07-19,Critical,10.11.217.135,0,i5k-node1.nal.usda.gov,,"Plugin Output: 
  Path              : /usr/share/elasticsearch/jdk/
  Installed version : 18.0.1.1 2022-04-22
  Fixed version     : Upgrade to a version greater than 18.0.1",Upgrade to an OpenJDK version greater than 7u341 / 8u332 / 11.0.15 / 13.0.11 / 15.0.7 / 17.0.3 / 18.0.1,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 3, 2022 05:01:18 UTC"
163455,OpenJDK 7 <= 7u341 / 8 <= 8u332 / 11.0.0 <= 11.0.15 / 13.0.0 <= 13.0.11 / 15.0.0 <= 15.0.7 / 17.0.0 <= 17.0.3 / 18.0.0 <= 18.0.1 Multiple Vulnerabilities (2022-07-19,Critical,10.11.217.136,0,gis2-node1.nal.usda.gov,,"Plugin Output: 
  Path              : /usr/share/elasticsearch/jdk/
  Installed version : 18.0.1.1 2022-04-22
  Fixed version     : Upgrade to a version greater than 18.0.1



  Path              : /usr/share/logstash/jdk/
  Installed version : 11.0.15 2022-04-19
  Fixed version     : Upgrade to a version greater than 11.0.15",Upgrade to an OpenJDK version greater than 7u341 / 8u332 / 11.0.15 / 13.0.11 / 15.0.7 / 17.0.3 / 18.0.1,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 3, 2022 05:01:18 UTC"
163444,RHEL 8 : java-1.8.0-openjdk (RHSA-2022:5696),Critical,10.11.217.126,0,apollo2-node1.nal.usda.gov,,"Plugin Output: 
Remote package installed : java-1.8.0-openjdk-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-1.8.0.342.b07-2.el8_6

Remote package installed : java-1.8.0-openjdk-devel-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-devel-1.8.0.342.b07-2.el8_6

Remote package installed : java-1.8.0-openjdk-headless-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-headless-1.8.0.342.b07-2.el8_6

NOTE: The vulnerability information above was derived by checking the
package versions of the affected packages from this advisory. This
scan is unable to rely on Red Hat's own security checks, which
consider channels and products in their vulnerability determinations.",Update the affected packages.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163444,RHEL 8 : java-1.8.0-openjdk (RHSA-2022:5696),Critical,10.11.217.135,0,i5k-node1.nal.usda.gov,,"Plugin Output: 
Remote package installed : java-1.8.0-openjdk-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-1.8.0.342.b07-2.el8_6

Remote package installed : java-1.8.0-openjdk-headless-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-headless-1.8.0.342.b07-2.el8_6

NOTE: The vulnerability information above was derived by checking the
package versions of the affected packages from this advisory. This
scan is unable to rely on Red Hat's own security checks, which
consider channels and products in their vulnerability determinations.",Update the affected packages.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163444,RHEL 8 : java-1.8.0-openjdk (RHSA-2022:5696),Critical,10.11.217.136,0,gis2-node1.nal.usda.gov,,"Plugin Output: 
Remote package installed : java-1.8.0-openjdk-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-1.8.0.342.b07-2.el8_6

Remote package installed : java-1.8.0-openjdk-devel-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-devel-1.8.0.342.b07-2.el8_6

Remote package installed : java-1.8.0-openjdk-headless-1.8.0.332.b09-2.el8_6
Should be                : java-1.8.0-openjdk-headless-1.8.0.342.b07-2.el8_6

NOTE: The vulnerability information above was derived by checking the
package versions of the affected packages from this advisory. This
scan is unable to rely on Red Hat's own security checks, which
consider channels and products in their vulnerability determinations.",Update the affected packages.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163408,Oracle Oracle Database Server (Jul 2022 CPU),Critical,10.11.217.99,0,agricola-db.nal.usda.gov,,"Plugin Output: 
  Component         : RDBMS
  Installed version : 19.15.0.0.220419
  Fixed version     : 19.15.1.0.220719
  Missing patch     : 34119532

  Component         : OJVM
  Installed version : 19.15.0.0.220419
  Fixed version     : 19.16.0.0.220719
  Missing patch     : 34086870",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2020-29505,CVE-2020-29506,CVE-2020-29507,CVE-2020-35167,CVE-2020-35169,CVE-2021-41184,CVE-2021-45943,CVE-2022-0839,CVE-2022-21432,CVE-2022-21510,CVE-2022-21511,CVE-2022-21565,CVE-2022-24729,CVE-2022-24891","Jul 25, 2022 17:00:22 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.208.192,0,arsmdbe20nbkap2.nal.usda.gov,,"Plugin Output: 
  Path              : /usr/openv/
  Installed version : 1.8.0_291 / build 8.0.291
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 25, 2022 17:00:22 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.28,445,ip-10-11-209-28.nal.usda.gov,usda.net\ARSMDBE24195740,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.29,445,ip-10-11-209-29.nal.usda.gov,usda.net\ARSMDBE24195081,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.30,445,ip-10-11-209-30.nal.usda.gov,usda.net\ARSMDBE34004253,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.142,445,ip-10-11-209-142.nal.usda.gov,usda.net\ARSMDBE24YD1JL2,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.144,445,ip-10-11-209-144.nal.usda.gov,usda.net\ARSMDBE24B40001,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre1.8.0_301\
  Installed version : 1.8.0_301 / build 8.0.301
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 26, 2022 21:02:14 UTC","Aug 5, 2022 21:04:04 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.209.145,445,ip-10-11-209-145.nal.usda.gov,usda.net\ARSMDBE24195105,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.25,445,ip-10-11-210-25.nal.usda.gov,usda.net\ARSMDBE34004254,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.26,445,ip-10-11-210-26.nal.usda.gov,usda.net\ARSMDBE34004255,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.27,445,ip-10-11-210-27.nal.usda.gov,usda.net\ARSDCWA25000054,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_321 / build 8.0.321
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_321 / build 8.0.321
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.29,445,ip-10-11-210-29.nal.usda.gov,usda.net\ARSMDBE35001105,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.31,445,ip-10-11-210-31.nal.usda.gov,usda.net\AIODCWA24000027,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.32,445,ip-10-11-210-32.nal.usda.gov,usda.net\ARSMDBE25195613,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.40,445,ip-10-11-210-40.nal.usda.gov,usda.net\ARSMDBE24195091,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.133,445,ip-10-11-210-133.nal.usda.gov,usda.net\ARSMDBE25195633,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.140,445,ip-10-11-210-140.nal.usda.gov,usda.net\ARSMDBE35004275,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Jul 27, 2022 04:53:03 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.142,445,ip-10-11-210-142.nal.usda.gov,usda.net\ARSMDBE34004248,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 3, 2022 05:01:18 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.143,445,ip-10-11-210-143.nal.usda.gov,usda.net\ARSMDBE34004249,"Plugin Output: 
  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_321 / build 8.0.321
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.146,445,ip-10-11-210-146.nal.usda.gov,usda.net\ARSMDBE25195612,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 8, 2022 17:02:52 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.149,445,ip-10-11-210-149.nal.usda.gov,usda.net\ARSMDBE25195601,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 8, 2022 17:02:52 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.150,445,ip-10-11-210-150.nal.usda.gov,usda.net\ARSMDBE24194496,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 1, 2022 20:04:38 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.151,445,ip-10-11-210-151.nal.usda.gov,usda.net\ARSMDBE25195655,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 20:04:38 UTC","Aug 3, 2022 05:01:18 UTC"
163304,Oracle Java SE Multiple Vulnerabilities (July 2022 CPU),Critical,10.11.210.152,445,ip-10-11-210-152.nal.usda.gov,usda.net\ARSMDBE25194807,"Plugin Output: 
  Path              : C:\Program Files\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater



  Path              : C:\Program Files (x86)\Java\jre8\
  Installed version : 1.8.0_331 / build 8.0.331
  Fixed version     : Upgrade to version 8.0.341 or greater",Apply the appropriate patch according to the July 2022 Oracle Critical Patch Update advisory.,9.8,"CVE-2022-21540,CVE-2022-21541,CVE-2022-21549,CVE-2022-25647,CVE-2022-34169","Aug 1, 2022 17:00:55 UTC","Aug 8, 2022 17:02:52 UTC"
