"Plugin","Plugin Name","Family","Severity","IP Address","Port","MAC Address","DNS Name","NetBIOS Name","Plugin Output","Synopsis","Description","Solution","Vulnerability Priority Rating","CVSS V2 Base Score","CVSS V3 Base Score","CPE","CVE","First Discovered","Last Observed","Cross References"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.11.99","445","8c:47:be:f4:b2:96","arsazmar5100002.usda.net","usda.net\ARSAZMAR5100002","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\windows\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 16, 2022 21:05:06 UTC","Aug 16, 2022 21:05:06 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.11.170","445","e4:b9:7a:ed:58:51","arsazmar41b87x2.usda.net","usda.net\ARSAZMAR41B87X2","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\windows\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 16, 2022 21:05:06 UTC","Aug 16, 2022 21:05:06 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.16.155","445","dc:4a:3e:05:f4:3c","arscapar5117k.usda.net","usda.net\ARSCAPAR5117K","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1766
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 17, 2022 08:05:41 UTC","Aug 17, 2022 08:05:41 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.16.165","445","40:b0:34:1a:ab:04","arscapar43796hs.usda.net","usda.net\ARSCAPAR43796HS","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1645
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 17, 2022 08:05:41 UTC","Aug 31, 2022 07:54:05 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.24.13","445","6c:2b:59:d2:6e:c5","arsiddbs46f9r2w.usda.net","usda.net\ARSIDDBS46F9R2W","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 23, 2022 18:58:23 UTC","Aug 23, 2022 18:58:23 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.24.41","445","8c:47:be:f4:2d:a8","arsiddbs5c21001.usda.net","usda.net\ARSIDDBS5C21001","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\windows\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 23, 2022 18:58:23 UTC","Aug 23, 2022 18:58:23 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.24.44","445","98:90:96:d9:eb:3a","arsiddbs4l69f4.usda.net","usda.net\ARSIDDBS4L69F4","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 23, 2022 18:58:23 UTC","Aug 23, 2022 18:58:23 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.28.123","445","","","usda.net\ARSIDBOI4MEDC01","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 18, 2022 23:10:44 UTC","Aug 18, 2022 23:10:44 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.30.4","445","d0:67:e5:10:f2:6e","","usda.net\ARSIDBOI4LAB002","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1645
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Sep 2, 2022 00:06:16 UTC","Sep 2, 2022 00:06:16 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.41.9","445","34:17:eb:a0:d3:96","","usda.net\ARSCAALB4100009","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1645
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 25, 2022 23:02:11 UTC","Aug 25, 2022 23:02:11 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
"163951","KB5016616: Windows 10 Version 20H2 / 21H1 / 21H2 Security Update (August 2022)","Windows : Microsoft Bulletins","Critical","10.200.41.14","445","","","USDA\ARSCAALB4100014","Plugin Output: 
The remote host is missing one of the following rollup KBs : 
  - 5016616

  - C:\WINDOWS\system32\ntoskrnl.exe has not been patched.
    Remote version : 10.0.19041.1826
    Should be      : 10.0.19041.1889","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is missing security update 5016616. It is, therefore, affected by multiple vulnerabilities

  - Windows Point-to-Point Protocol (PPP) Denial of Service Vulnerability (CVE-2022-35747, CVE-2022-35769)

  - Windows Point-to-Point Protocol (PPP) Remote Code Execution Vulnerability (CVE-2022-30133, CVE-2022-35744)

  - Windows Bluetooth Service Remote Code Execution Vulnerability (CVE-2022-30144)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.","Apply Security Update 5016616","9.5","5.0","9.8","cpe:/o:microsoft:windows","CVE-2022-30133,CVE-2022-30144,CVE-2022-30194,CVE-2022-30197,CVE-2022-33670,CVE-2022-34301,CVE-2022-34302,CVE-2022-34303,CVE-2022-34690,CVE-2022-34691,CVE-2022-34696,CVE-2022-34699,CVE-2022-34701,CVE-2022-34702,CVE-2022-34703,CVE-2022-34704,CVE-2022-34705,CVE-2022-34706,CVE-2022-34707,CVE-2022-34708,CVE-2022-34709,CVE-2022-34710,CVE-2022-34712,CVE-2022-34713,CVE-2022-34714,CVE-2022-35743,CVE-2022-35744,CVE-2022-35745,CVE-2022-35746,CVE-2022-35747,CVE-2022-35748,CVE-2022-35749,CVE-2022-35750,CVE-2022-35751,CVE-2022-35752,CVE-2022-35753,CVE-2022-35754,CVE-2022-35755,CVE-2022-35756,CVE-2022-35757,CVE-2022-35758,CVE-2022-35759,CVE-2022-35760,CVE-2022-35761,CVE-2022-35762,CVE-2022-35763,CVE-2022-35764,CVE-2022-35765,CVE-2022-35766,CVE-2022-35767,CVE-2022-35768,CVE-2022-35769,CVE-2022-35771,CVE-2022-35792,CVE-2022-35793,CVE-2022-35794,CVE-2022-35795,CVE-2022-35797,CVE-2022-35820","Aug 25, 2022 23:02:11 UTC","Aug 25, 2022 23:02:11 UTC","MSKB #5016616,MSFT #MS22-5016616,CISA-KNOWN-EXPLOITED #2022/08/30,IAVA #2022-A-0319,IAVA #2022-A-0320"
